claim_id,post_file,claim_text,claim_type,source,verification_status,is_illustrative
0240,2026-05-24-1000-cam-math-080.md,Storm cleanup in the base year should not quietly lower recoveries for every later year.,workflow-principle,https://www.capveri.com/resources/base-year-expense-stop,illustrative_example,yes
0241,2026-05-24-1100-industry-news-081.md,"Tax lines are often high-dollar, so weak support gets noticed.",workflow-principle,https://www.capveri.com/resources/real-estate-tax-reconciliation,post_body_statement_reviewed_against_source,no
0242,2026-05-24-1100-industry-news-081.md,"The useful visual is simple: CAM number on one side; source, rule, and trace on the other.",workflow-principle,https://www.capveri.com/resources/real-estate-tax-reconciliation,post_body_statement_reviewed_against_source,no
0243,2026-05-24-1100-industry-news-081.md,The goal is not more backup. The goal is backup that points to the answer.,workflow-principle,https://www.capveri.com/resources/real-estate-tax-reconciliation,post_body_statement_reviewed_against_source,no
0244,2026-05-24-1200-cam-math-082.md,A review of the pro-rata denominator belongs in CAM close before final billing.,workflow-principle,https://www.capveri.com/resources/pro-rata-share-calculation,post_body_statement_reviewed_against_source,no
0245,2026-05-24-1200-cam-math-082.md,1. Start with the lease rule. A tenant share is only as reliable as the denominator behind it.,workflow-principle,https://www.capveri.com/resources/pro-rata-share-calculation,post_body_statement_reviewed_against_source,no
0246,2026-05-24-1200-cam-math-082.md,"2. Check the source data. Match the denominator to the lease, not just the building setup screen.",workflow-principle,https://www.capveri.com/resources/pro-rata-share-calculation,post_body_statement_reviewed_against_source,no
0247,2026-05-24-1300-erp-workarounds-083.md,RealPage export review: one small setup choice can change the tenant answer.,workflow-principle,https://www.capveri.com/resources/export-cam-realpage,post_body_statement_reviewed_against_source,no
0248,2026-05-24-1300-erp-workarounds-083.md,"Before billing, confirm pool membership, exclusions, caps, and date range settings.",workflow-principle,https://www.capveri.com/resources/export-cam-realpage,post_body_statement_reviewed_against_source,no
0249,2026-05-24-1300-erp-workarounds-083.md,A reimbursement pool can include the right GL accounts but the wrong tenant allocation rule.,workflow-principle,https://www.capveri.com/resources/export-cam-realpage,illustrative_example,yes
0250,2026-05-24-1400-war-stories-084.md,The packet is not ready until the calculation audit trail is tied back to the source.,workflow-principle,https://www.capveri.com/resources/self-audit-cam-billing,post_body_statement_reviewed_against_source,no
0251,2026-05-24-1400-war-stories-084.md,Rule: a calculation audit trail connects each output back to its source.,workflow-principle,https://www.capveri.com/resources/self-audit-cam-billing,post_body_statement_reviewed_against_source,no
0252,2026-05-24-1400-war-stories-084.md,"Check: keep GL line, pool assignment, lease clause, factor, cap rule, and tenant allocation together.",workflow-principle,https://www.capveri.com/resources/self-audit-cam-billing,post_body_statement_reviewed_against_source,no
0253,2026-05-24-1500-cam-math-085.md,A tenant question about CapEx vs. OpEx should not require rebuilding the workbook.,workflow-principle,https://www.capveri.com/resources/capex-detection-cam,post_body_statement_reviewed_against_source,no
0254,2026-05-24-1500-cam-math-085.md,"Before billing, look for capitalization clues before the line enters a recoverable pool.",workflow-principle,https://www.capveri.com/resources/capex-detection-cam,post_body_statement_reviewed_against_source,no
0255,2026-05-24-1500-cam-math-085.md,A repairs account can include invoices that deserve a capital-project check.,workflow-principle,https://www.capveri.com/resources/capex-detection-cam,illustrative_example,yes
0256,2026-05-24-1600-anti-integration-086.md,Spreadsheet risk should leave a trail a second reviewer can follow.,workflow-principle,https://www.capveri.com/resources/data-migration-off-excel,post_body_statement_reviewed_against_source,no
0257,2026-05-24-1600-anti-integration-086.md,"1. Start with the lease rule. Excel is flexible, but flexibility can hide broken assumptions.",workflow-principle,https://www.capveri.com/resources/data-migration-off-excel,post_body_statement_reviewed_against_source,no
0258,2026-05-24-1600-anti-integration-086.md,"2. Check the source data. Check hard-coded factors, copied formulas, hidden tabs, and stale denominators.",workflow-principle,https://www.capveri.com/resources/data-migration-off-excel,post_body_statement_reviewed_against_source,no
0259,2026-05-24-1700-founder-087.md,Start with the controller workflow.,workflow-principle,https://www.capveri.com/resources/multi-property-cam-workflow,post_body_statement_reviewed_against_source,no
0260,2026-05-24-1700-founder-087.md,Lease rule: controllers need exception visibility before they need prettier statements.,workflow-principle,https://www.capveri.com/resources/multi-property-cam-workflow,post_body_statement_reviewed_against_source,no
0261,2026-05-24-1700-founder-087.md,"Source file: prioritize what changed, what failed, what needs approval, and what is ready to send.",workflow-principle,https://www.capveri.com/resources/multi-property-cam-workflow,post_body_statement_reviewed_against_source,no
0262,2026-05-24-1800-cam-math-088.md,"If the review for management fees is hard to explain, the packet needs work.",workflow-principle,https://www.capveri.com/resources/admin-fee-calculation-methods,post_body_statement_reviewed_against_source,no
0263,2026-05-24-1800-cam-math-088.md,"Before billing, verify whether the fee is calculated on gross rent, recoverable expenses, or another base.",workflow-principle,https://www.capveri.com/resources/admin-fee-calculation-methods,post_body_statement_reviewed_against_source,no
0264,2026-05-24-1800-cam-math-088.md,Applying a fee to an expense pool that already includes the fee can create circular math.,workflow-principle,https://www.capveri.com/resources/admin-fee-calculation-methods,illustrative_example,yes
0265,2026-05-24-1900-product-089.md,Where do tenant questions about the sample report usually start?,workflow-principle,https://www.capveri.com/sample-report,post_body_statement_reviewed_against_source,no
0266,2026-05-24-1900-product-089.md,A. Taxes and insurance,post-body-guidance,https://www.capveri.com/sample-report,post_body_statement_reviewed_against_source,no
0267,2026-05-24-1900-product-089.md,B. Management fees,post-body-guidance,https://www.capveri.com/sample-report,post_body_statement_reviewed_against_source,no
0268,2026-05-24-2000-engagement-090.md,Where does the handoff around management fees lose the most context?,workflow-principle,https://www.capveri.com/resources/admin-fee-calculation-methods,post_body_statement_reviewed_against_source,no
0269,2026-05-24-2000-engagement-090.md,"The math, the source data, the lease interpretation, or the tenant packet support?",workflow-principle,https://www.capveri.com/resources/admin-fee-calculation-methods,post_body_statement_reviewed_against_source,no
0270,2026-05-24-2000-engagement-090.md,Save the setup screenshot or export parameter while the file is still open.,workflow-principle,https://www.capveri.com/resources/admin-fee-calculation-methods,post_body_statement_reviewed_against_source,no
0271,2026-05-25-0600-cam-math-091.md,CAM teams do not need more ceremony. They need better checks around the gross-up factor.,workflow-principle,https://www.capveri.com/resources/cam-gross-up-calculation-guide,post_body_statement_reviewed_against_source,no
0272,2026-05-25-0600-cam-math-091.md,1. Start with the lease rule. Gross-up should apply to variable expenses only.,workflow-principle,https://www.capveri.com/resources/cam-gross-up-calculation-guide,post_body_statement_reviewed_against_source,no
0273,2026-05-25-0600-cam-math-091.md,2. Check the source data. Compare actual occupancy to the lease target before applying a factor.,workflow-principle,https://www.capveri.com/resources/cam-gross-up-calculation-guide,post_body_statement_reviewed_against_source,no
0274,2026-05-25-0700-erp-workarounds-092.md,GL export QA can expose drift in an otherwise clean CAM statement.,workflow-principle,https://www.capveri.com/resources/gl-analysis-explained,post_body_statement_reviewed_against_source,no
0275,2026-05-25-0700-erp-workarounds-092.md,"Before billing, check date filters, accrual timing, entity scope, and excluded accounts.",workflow-principle,https://www.capveri.com/resources/gl-analysis-explained,post_body_statement_reviewed_against_source,no
0276,2026-05-25-0700-erp-workarounds-092.md,A late-posted accrual can be outside the export even when the report total ties to the ledger run.,workflow-principle,https://www.capveri.com/resources/gl-analysis-explained,illustrative_example,yes
0277,2026-05-25-0800-war-stories-093.md,The quiet risk in the audit defense packet starts before the statement is formatted.,workflow-principle,https://www.capveri.com/resources/landlord-cam-audit-defense-playbook,post_body_statement_reviewed_against_source,no
0278,2026-05-25-0800-war-stories-093.md,"What to verify: include source export, lease clause reference, calculation trace, and variance notes.",workflow-principle,https://www.capveri.com/resources/landlord-cam-audit-defense-playbook,post_body_statement_reviewed_against_source,no
0279,2026-05-25-0800-war-stories-093.md,"What can go wrong: A tenant asking about landscaping should see the GL lines, allocation basis, and exclusion review.",workflow-principle,https://www.capveri.com/resources/landlord-cam-audit-defense-playbook,illustrative_example,yes
0280,2026-05-25-0900-anti-integration-094.md,A tenant question about export-based verification should not require rebuilding the workbook.,workflow-principle,https://www.capveri.com/resources/data-migration-off-excel,post_body_statement_reviewed_against_source,no
0281,2026-05-25-0900-anti-integration-094.md,"Before billing, use CSV, Excel, and PDF outputs as the input layer.",workflow-principle,https://www.capveri.com/resources/data-migration-off-excel,post_body_statement_reviewed_against_source,no
0282,2026-05-25-0900-anti-integration-094.md,"Keep Yardi or MRI as the system of record, then run an independent lease-term calculation beside it.",workflow-principle,https://www.capveri.com/resources/data-migration-off-excel,illustrative_example,yes
0283,2026-05-25-1000-cam-math-095.md,"When CAM caps changes, the tenant note should change with it.",workflow-principle,https://www.capveri.com/resources/cam-expense-caps,post_body_statement_reviewed_against_source,no
0284,2026-05-25-1000-cam-math-095.md,Setup: caps only work when the base amount and cap type are recorded correctly.,workflow-principle,https://www.capveri.com/resources/cam-expense-caps,post_body_statement_reviewed_against_source,no
0285,2026-05-25-1000-cam-math-095.md,"Drift: confirm whether each cap is cumulative, non-cumulative, compounded, or fixed.",workflow-principle,https://www.capveri.com/resources/cam-expense-caps,post_body_statement_reviewed_against_source,no
0286,2026-05-25-1100-industry-news-096.md,The fastest review of BOMA 2024 starts with the source file.,workflow-principle,https://www.capveri.com/resources/boma-2024-implementation-guide,post_body_statement_reviewed_against_source,no
0287,2026-05-25-1100-industry-news-096.md,"Before billing, review lease language before applying a new measurement standard.",workflow-principle,https://www.capveri.com/resources/boma-2024-implementation-guide,post_body_statement_reviewed_against_source,no
0288,2026-05-25-1100-industry-news-096.md,A lease tied to a specific BOMA version may not behave like a lease that says standards as amended.,workflow-principle,https://www.capveri.com/resources/boma-2024-implementation-guide,illustrative_example,yes
0289,2026-05-25-1200-cam-math-097.md,A review of the base-year stop belongs in CAM close before final billing.,workflow-principle,https://www.capveri.com/resources/base-year-expense-stop,post_body_statement_reviewed_against_source,no
0290,2026-05-25-1200-cam-math-097.md,1. Start with the lease rule. Base-year leases compare current recoverable expenses against a baseline year.,workflow-principle,https://www.capveri.com/resources/base-year-expense-stop,post_body_statement_reviewed_against_source,no
0291,2026-05-25-1200-cam-math-097.md,2. Check the source data. Normalize one-time items before using the base year as a benchmark.,workflow-principle,https://www.capveri.com/resources/base-year-expense-stop,post_body_statement_reviewed_against_source,no
0292,2026-05-25-1300-erp-workarounds-098.md,Yardi export review: verify the source before you explain the number.,workflow-principle,https://www.capveri.com/resources/export-cam-yardi-voyager,post_body_statement_reviewed_against_source,no
0293,2026-05-25-1300-erp-workarounds-098.md,"The useful visual is simple: CAM number on one side; source, rule, and trace on the other.",workflow-principle,https://www.capveri.com/resources/export-cam-yardi-voyager,post_body_statement_reviewed_against_source,no
0294,2026-05-25-1300-erp-workarounds-098.md,"When the rule changes by tenant, do not let the portfolio default hide it.",workflow-principle,https://www.capveri.com/resources/export-cam-yardi-voyager,post_body_statement_reviewed_against_source,no
0295,2026-05-25-1400-war-stories-099.md,Check tenant dispute prep before the packet leaves accounting.,workflow-principle,https://www.capveri.com/resources/tenant-cam-dispute,post_body_statement_reviewed_against_source,no
0296,2026-05-25-1400-war-stories-099.md,"Before billing, review the lines tenants are most likely to question before the packet is sent.",workflow-principle,https://www.capveri.com/resources/tenant-cam-dispute,post_body_statement_reviewed_against_source,no
0297,2026-05-25-1400-war-stories-099.md,"Taxes, insurance, management fees, CapEx, and administrative charges need especially clear support.",workflow-principle,https://www.capveri.com/resources/tenant-cam-dispute,illustrative_example,yes
0298,2026-05-25-1500-cam-math-100.md,The quiet risk in the pro-rata denominator starts before the statement is formatted.,workflow-principle,https://www.capveri.com/resources/pro-rata-share-calculation,post_body_statement_reviewed_against_source,no
0299,2026-05-25-1500-cam-math-100.md,"What to verify: match the denominator to the lease, not just the building setup screen.",workflow-principle,https://www.capveri.com/resources/pro-rata-share-calculation,post_body_statement_reviewed_against_source,no
0300,2026-05-25-1500-cam-math-100.md,"What can go wrong: Building RSF, occupied RSF, floor RSF, and pool RSF can all produce different percentages.",workflow-principle,https://www.capveri.com/resources/pro-rata-share-calculation,illustrative_example,yes
0301,2026-05-25-1600-anti-integration-101.md,Watch deterministic CAM math in the tenant packet.,workflow-principle,https://www.capveri.com/resources/deterministic-vs-ai-cam,post_body_statement_reviewed_against_source,no
0302,2026-05-25-1600-anti-integration-101.md,"Before billing, use rules, formulas, and source-backed inputs for allocations.",workflow-principle,https://www.capveri.com/resources/deterministic-vs-ai-cam,post_body_statement_reviewed_against_source,no
0303,2026-05-25-1600-anti-integration-101.md,"AI can help read a document, but the charge calculation should come from explicit lease terms.",workflow-principle,https://www.capveri.com/resources/deterministic-vs-ai-cam,illustrative_example,yes
0304,2026-05-25-1700-founder-102.md,"The hard part is keeping the export, lease rule, and exception trail together.",workflow-principle,https://www.capveri.com/resources/year-end-close-checklist-cam,post_body_statement_reviewed_against_source,no
0305,2026-05-25-1700-founder-102.md,"It is the setup behind the arithmetic. Reserve time for export QA, lease-rule review, exception resolution, and packet assembly.",workflow-principle,https://www.capveri.com/resources/year-end-close-checklist-cam,post_body_statement_reviewed_against_source,no
0306,2026-05-25-1700-founder-102.md,"CapVeri keeps export review, lease-term logic, and the calculation record in one review path.",product-positioning,https://www.capveri.com/resources/year-end-close-checklist-cam,post_body_statement_reviewed_against_source,no
0307,2026-05-25-1800-cam-math-103.md,Which issue around CapEx vs. OpEx slows down CAM close the most?,workflow-principle,https://www.capveri.com/resources/capex-detection-cam,post_body_statement_reviewed_against_source,no
0308,2026-05-25-1800-cam-math-103.md,A. Missing source support,post-body-guidance,https://www.capveri.com/resources/capex-detection-cam,post_body_statement_reviewed_against_source,no
0309,2026-05-25-1800-cam-math-103.md,B. Lease-rule ambiguity,post-body-guidance,https://www.capveri.com/resources/capex-detection-cam,post_body_statement_reviewed_against_source,no
0310,2026-05-25-1900-product-104.md,Spreadsheets and ERP setup screens can show the output.,workflow-principle,https://www.capveri.com/product-tour,post_body_statement_reviewed_against_source,no
0311,2026-05-25-1900-product-104.md,"CapVeri keeps the export, lease rule, exception, and tenant-level trace in one review path.",product-positioning,https://www.capveri.com/product-tour,post_body_statement_reviewed_against_source,no
0312,2026-05-25-1900-product-104.md,"Upload the export, map the lease rules, then review tenant-level exceptions before statements go out.",workflow-principle,https://www.capveri.com/product-tour,illustrative_example,yes
0313,2026-05-25-2000-engagement-105.md,"If you could clean up one part of GL export QA before final billing, what would you choose?",workflow-principle,https://www.capveri.com/resources/gl-analysis-explained,post_body_statement_reviewed_against_source,no
0314,2026-05-25-2000-engagement-105.md,"The math, the source data, the lease interpretation, or the tenant packet support?",workflow-principle,https://www.capveri.com/resources/gl-analysis-explained,post_body_statement_reviewed_against_source,no
0315,2026-05-25-2000-engagement-105.md,"If the answer depends on a hidden workbook tab, move the support into the close file.",workflow-principle,https://www.capveri.com/resources/gl-analysis-explained,post_body_statement_reviewed_against_source,no
0316,2026-05-26-0600-cam-math-106.md,A tenant question about management fees should not require rebuilding the workbook.,workflow-principle,https://www.capveri.com/resources/admin-fee-calculation-methods,post_body_statement_reviewed_against_source,no
0317,2026-05-26-0600-cam-math-106.md,"Before billing, verify whether the fee is calculated on gross rent, recoverable expenses, or another base.",workflow-principle,https://www.capveri.com/resources/admin-fee-calculation-methods,post_body_statement_reviewed_against_source,no
0318,2026-05-26-0600-cam-math-106.md,Applying a fee to an expense pool that already includes the fee can create circular math.,workflow-principle,https://www.capveri.com/resources/admin-fee-calculation-methods,illustrative_example,yes
0319,2026-05-26-0700-erp-workarounds-107.md,The quiet risk in MRI export review starts before the statement is formatted.,workflow-principle,https://www.capveri.com/resources/export-cam-mri,post_body_statement_reviewed_against_source,no
0320,2026-05-26-0700-erp-workarounds-107.md,"What to verify: compare share type, billing pool, lease exclusions, and gross-up rules before statements go out.",workflow-principle,https://www.capveri.com/resources/export-cam-mri,post_body_statement_reviewed_against_source,no
0321,2026-05-26-0700-erp-workarounds-107.md,What can go wrong: A tenant can be assigned to the right pool and still use the wrong denominator.,workflow-principle,https://www.capveri.com/resources/export-cam-mri,illustrative_example,yes
0322,2026-05-26-0800-war-stories-108.md,Pre-send QA: one small setup choice can change the tenant answer.,workflow-principle,https://www.capveri.com/resources/cam-presend-checklist,post_body_statement_reviewed_against_source,no
0323,2026-05-26-0800-war-stories-108.md,"Before billing, run checks for pool membership, non-recoverable lines, gross-up, caps, and denominator changes.",workflow-principle,https://www.capveri.com/resources/cam-presend-checklist,post_body_statement_reviewed_against_source,no
0324,2026-05-26-0800-war-stories-108.md,One excluded GL account caught before billing is cleaner than a revised statement after billing.,workflow-principle,https://www.capveri.com/resources/cam-presend-checklist,illustrative_example,yes
0325,2026-05-26-0900-anti-integration-109.md,The packet gets easier to review when spreadsheet risk is documented early.,workflow-principle,https://www.capveri.com/resources/data-migration-off-excel,post_body_statement_reviewed_against_source,no
0326,2026-05-26-0900-anti-integration-109.md,"1. Start with the lease rule. Excel is flexible, but flexibility can hide broken assumptions.",workflow-principle,https://www.capveri.com/resources/data-migration-off-excel,post_body_statement_reviewed_against_source,no
0327,2026-05-26-0900-anti-integration-109.md,"2. Check the source data. Check hard-coded factors, copied formulas, hidden tabs, and stale denominators.",workflow-principle,https://www.capveri.com/resources/data-migration-off-excel,post_body_statement_reviewed_against_source,no
0328,2026-05-26-1000-cam-math-110.md,Gross-up factor can expose drift in an otherwise clean CAM statement.,workflow-principle,https://www.capveri.com/resources/cam-gross-up-calculation-guide,post_body_statement_reviewed_against_source,no
0329,2026-05-26-1000-cam-math-110.md,"Before billing, compare actual occupancy to the lease target before applying a factor.",workflow-principle,https://www.capveri.com/resources/cam-gross-up-calculation-guide,post_body_statement_reviewed_against_source,no
0330,2026-05-26-1000-cam-math-110.md,"If actual occupancy is already at or above the target, the factor should be 1.0.",workflow-principle,https://www.capveri.com/resources/cam-gross-up-calculation-guide,illustrative_example,yes
0331,2026-05-26-1100-industry-news-111.md,"Before you send the CAM packet, check California SB 1103.",workflow-principle,https://www.capveri.com/resources/sb-1103-compliance,post_body_statement_reviewed_against_source,no
0332,2026-05-26-1100-industry-news-111.md,Setup: California SB 1103 makes operating-cost support more important for qualified commercial tenants.,workflow-principle,https://www.capveri.com/resources/sb-1103-compliance,post_body_statement_reviewed_against_source,no
0333,2026-05-26-1100-industry-news-111.md,Drift: separate legal interpretation from accounting support and keep the source documentation ready.,workflow-principle,https://www.capveri.com/resources/sb-1103-compliance,post_body_statement_reviewed_against_source,no
0334,2026-05-26-1200-cam-math-112.md,Watch CAM caps before final billing.,workflow-principle,https://www.capveri.com/resources/cam-expense-caps,post_body_statement_reviewed_against_source,no
0335,2026-05-26-1200-cam-math-112.md,"Before billing, confirm whether each cap is cumulative, non-cumulative, compounded, or fixed.",workflow-principle,https://www.capveri.com/resources/cam-expense-caps,post_body_statement_reviewed_against_source,no
0336,2026-05-26-1200-cam-math-112.md,A 5 percent cap can behave very differently depending on whether unused cap room carries forward.,workflow-principle,https://www.capveri.com/resources/cam-expense-caps,illustrative_example,yes
0337,2026-05-26-1300-erp-workarounds-113.md,Watch RealPage export review during close.,workflow-principle,https://www.capveri.com/resources/export-cam-realpage,post_body_statement_reviewed_against_source,no
0338,2026-05-26-1300-erp-workarounds-113.md,"Before billing, confirm pool membership, exclusions, caps, and date range settings.",workflow-principle,https://www.capveri.com/resources/export-cam-realpage,post_body_statement_reviewed_against_source,no
0339,2026-05-26-1300-erp-workarounds-113.md,A reimbursement pool can include the right GL accounts but the wrong tenant allocation rule.,workflow-principle,https://www.capveri.com/resources/export-cam-realpage,illustrative_example,yes
0340,2026-05-26-1400-war-stories-114.md,A review of the calculation audit trail belongs in CAM close before final billing.,workflow-principle,https://www.capveri.com/resources/self-audit-cam-billing,post_body_statement_reviewed_against_source,no
0341,2026-05-26-1400-war-stories-114.md,1. Start with the lease rule. A calculation audit trail connects each output back to its source.,workflow-principle,https://www.capveri.com/resources/self-audit-cam-billing,post_body_statement_reviewed_against_source,no
0342,2026-05-26-1400-war-stories-114.md,"2. Check the source data. Keep GL line, pool assignment, lease clause, factor, cap rule, and tenant allocation together.",workflow-principle,https://www.capveri.com/resources/self-audit-cam-billing,post_body_statement_reviewed_against_source,no
0343,2026-05-26-1500-cam-math-115.md,The quiet risk in the base-year stop starts before the statement is formatted.,workflow-principle,https://www.capveri.com/resources/base-year-expense-stop,post_body_statement_reviewed_against_source,no
0344,2026-05-26-1500-cam-math-115.md,What to verify: normalize one-time items before using the base year as a benchmark.,workflow-principle,https://www.capveri.com/resources/base-year-expense-stop,post_body_statement_reviewed_against_source,no
0345,2026-05-26-1500-cam-math-115.md,What can go wrong: Storm cleanup in the base year should not quietly lower recoveries for every later year.,workflow-principle,https://www.capveri.com/resources/base-year-expense-stop,illustrative_example,yes
0346,2026-05-26-1600-anti-integration-116.md,"If the review for export-based verification is hard to explain, the packet needs work.",workflow-principle,https://www.capveri.com/resources/data-migration-off-excel,post_body_statement_reviewed_against_source,no
0347,2026-05-26-1600-anti-integration-116.md,"Before billing, use CSV, Excel, and PDF outputs as the input layer.",workflow-principle,https://www.capveri.com/resources/data-migration-off-excel,post_body_statement_reviewed_against_source,no
0348,2026-05-26-1600-anti-integration-116.md,"Keep Yardi or MRI as the system of record, then run an independent lease-term calculation beside it.",workflow-principle,https://www.capveri.com/resources/data-migration-off-excel,illustrative_example,yes
0349,2026-05-26-1700-founder-117.md,"In CAM close, the final arithmetic is usually the easy part.",workflow-principle,https://www.capveri.com/resources/multi-property-cam-workflow,post_body_statement_reviewed_against_source,no
0350,2026-05-26-1700-founder-117.md,"It is the setup behind the arithmetic. Prioritize what changed, what failed, what needs approval, and what is ready to send.",workflow-principle,https://www.capveri.com/resources/multi-property-cam-workflow,post_body_statement_reviewed_against_source,no
0351,2026-05-26-1700-founder-117.md,"CapVeri keeps export review, lease-term logic, and the calculation record in one review path.",product-positioning,https://www.capveri.com/resources/multi-property-cam-workflow,post_body_statement_reviewed_against_source,no
0352,2026-05-26-1800-cam-math-118.md,Pro-rata denominator should leave a trail a second reviewer can follow.,workflow-principle,https://www.capveri.com/resources/pro-rata-share-calculation,post_body_statement_reviewed_against_source,no
0353,2026-05-26-1800-cam-math-118.md,1. Start with the lease rule. A tenant share is only as reliable as the denominator behind it.,workflow-principle,https://www.capveri.com/resources/pro-rata-share-calculation,post_body_statement_reviewed_against_source,no
0354,2026-05-26-1800-cam-math-118.md,"2. Check the source data. Match the denominator to the lease, not just the building setup screen.",workflow-principle,https://www.capveri.com/resources/pro-rata-share-calculation,post_body_statement_reviewed_against_source,no
0355,2026-05-26-1900-product-119.md,Sample report: verify the source before you explain the number.,workflow-principle,https://www.capveri.com/sample-report,post_body_statement_reviewed_against_source,no
0356,2026-05-26-1900-product-119.md,"The useful visual is simple: CAM number on one side; source, rule, and trace on the other.",workflow-principle,https://www.capveri.com/sample-report,post_body_statement_reviewed_against_source,no
0357,2026-05-26-1900-product-119.md,"If the backup lives outside the packet, add the reference before statements go out.",workflow-principle,https://www.capveri.com/sample-report,post_body_statement_reviewed_against_source,no
0358,2026-05-26-2000-engagement-120.md,Where do tenant questions about Yardi export review usually start?,workflow-principle,https://www.capveri.com/resources/export-cam-yardi-voyager,post_body_statement_reviewed_against_source,no
0359,2026-05-26-2000-engagement-120.md,A. Taxes and insurance,post-body-guidance,https://www.capveri.com/resources/export-cam-yardi-voyager,post_body_statement_reviewed_against_source,no
0360,2026-05-26-2000-engagement-120.md,B. Management fees,post-body-guidance,https://www.capveri.com/resources/export-cam-yardi-voyager,post_body_statement_reviewed_against_source,no
0361,2026-05-27-0600-cam-math-121.md,A GL account called repairs is not proof that every line is recoverable maintenance.,workflow-principle,https://www.capveri.com/resources/capex-detection-cam,post_body_statement_reviewed_against_source,no
0362,2026-05-27-0600-cam-math-121.md,"The useful visual is simple: CAM number on one side; source, rule, and trace on the other.",workflow-principle,https://www.capveri.com/resources/capex-detection-cam,post_body_statement_reviewed_against_source,no
0363,2026-05-27-0600-cam-math-121.md,"If the rule is portfolio-specific, name the portfolio policy in the file.",workflow-principle,https://www.capveri.com/resources/capex-detection-cam,post_body_statement_reviewed_against_source,no
0364,2026-05-27-0700-erp-workarounds-122.md,"If the review for GL export QA is hard to explain, the packet needs work.",workflow-principle,https://www.capveri.com/resources/gl-analysis-explained,post_body_statement_reviewed_against_source,no
0365,2026-05-27-0700-erp-workarounds-122.md,"Before billing, check date filters, accrual timing, entity scope, and excluded accounts.",workflow-principle,https://www.capveri.com/resources/gl-analysis-explained,post_body_statement_reviewed_against_source,no
0366,2026-05-27-0700-erp-workarounds-122.md,A late-posted accrual can be outside the export even when the report total ties to the ledger run.,workflow-principle,https://www.capveri.com/resources/gl-analysis-explained,illustrative_example,yes
0367,2026-05-27-0800-war-stories-123.md,A review of the audit defense packet belongs in CAM close before final billing.,workflow-principle,https://www.capveri.com/resources/landlord-cam-audit-defense-playbook,post_body_statement_reviewed_against_source,no
0368,2026-05-27-0800-war-stories-123.md,1. Start with the lease rule. Tenant questions are easier to answer when the packet already explains the math.,workflow-principle,https://www.capveri.com/resources/landlord-cam-audit-defense-playbook,post_body_statement_reviewed_against_source,no
0369,2026-05-27-0800-war-stories-123.md,"2. Check the source data. Include source export, lease clause reference, calculation trace, and variance notes.",workflow-principle,https://www.capveri.com/resources/landlord-cam-audit-defense-playbook,post_body_statement_reviewed_against_source,no
0370,2026-05-27-0900-anti-integration-124.md,Check deterministic CAM math before the packet leaves accounting.,workflow-principle,https://www.capveri.com/resources/deterministic-vs-ai-cam,post_body_statement_reviewed_against_source,no
0371,2026-05-27-0900-anti-integration-124.md,"Before billing, use rules, formulas, and source-backed inputs for allocations.",workflow-principle,https://www.capveri.com/resources/deterministic-vs-ai-cam,post_body_statement_reviewed_against_source,no
0372,2026-05-27-0900-anti-integration-124.md,"AI can help read a document, but the charge calculation should come from explicit lease terms.",workflow-principle,https://www.capveri.com/resources/deterministic-vs-ai-cam,illustrative_example,yes
0373,2026-05-27-1000-cam-math-125.md,"If the review for management fees is hard to explain, the packet needs work.",workflow-principle,https://www.capveri.com/resources/admin-fee-calculation-methods,post_body_statement_reviewed_against_source,no
0374,2026-05-27-1000-cam-math-125.md,"Before billing, verify whether the fee is calculated on gross rent, recoverable expenses, or another base.",workflow-principle,https://www.capveri.com/resources/admin-fee-calculation-methods,post_body_statement_reviewed_against_source,no
0375,2026-05-27-1000-cam-math-125.md,Applying a fee to an expense pool that already includes the fee can create circular math.,workflow-principle,https://www.capveri.com/resources/admin-fee-calculation-methods,illustrative_example,yes
0376,2026-05-27-1100-industry-news-126.md,Property tax pass-throughs belongs in review before the packet goes out.,workflow-principle,https://www.capveri.com/resources/real-estate-tax-reconciliation,post_body_statement_reviewed_against_source,no
0377,2026-05-27-1100-industry-news-126.md,Input: tax pass-throughs can move tenant charges quickly.,workflow-principle,https://www.capveri.com/resources/real-estate-tax-reconciliation,post_body_statement_reviewed_against_source,no
0378,2026-05-27-1100-industry-news-126.md,"Review step: separate assessment changes, refunds, appeals, and prior-year adjustments.",workflow-principle,https://www.capveri.com/resources/real-estate-tax-reconciliation,post_body_statement_reviewed_against_source,no
0379,2026-05-27-1200-cam-math-127.md,A review of the gross-up factor belongs in CAM close before final billing.,workflow-principle,https://www.capveri.com/resources/cam-gross-up-calculation-guide,post_body_statement_reviewed_against_source,no
0380,2026-05-27-1200-cam-math-127.md,1. Start with the lease rule. Gross-up should apply to variable expenses only.,workflow-principle,https://www.capveri.com/resources/cam-gross-up-calculation-guide,post_body_statement_reviewed_against_source,no
0381,2026-05-27-1200-cam-math-127.md,2. Check the source data. Compare actual occupancy to the lease target before applying a factor.,workflow-principle,https://www.capveri.com/resources/cam-gross-up-calculation-guide,post_body_statement_reviewed_against_source,no
0382,2026-05-27-1300-erp-workarounds-128.md,"If the review for Yardi export review is hard to explain, the packet needs work.",workflow-principle,https://www.capveri.com/resources/export-cam-yardi-voyager,post_body_statement_reviewed_against_source,no
