slot_id,scheduled_date,scheduled_time,timezone,scheduled_at_utc,platform,account,format,pillar,source_url,source_file,source_path,schedule_action,content_sha256,visible_length,content
048,2026-06-10,08:00,America/Chicago,2026-06-10T13:00:00Z,linkedin,capveri,carousel,cam-math,https://www.capveri.com/resources/cam-gross-up-calculation-guide,marketing/content/resources/cam-gross-up-calculation-guide.mdx,marketing/content/linkedin/campaigns/2026-06-07-to-2026-06-14/posts/2026-06-10-0800-gross-up-carousel-048.md,schedule,2d7dbc70892ce3d744d49f1672046ddb74bba13128301203df231b83cf436910,800,"Carousel outline: Gross-up review in the right order

Slide 1: Gross-up is not one number
- It is a lease rule plus an expense classification.

Slide 2: Start with the clause
- Does the lease permit gross-up, and what target does it define?

Slide 3: Confirm actual occupancy
- Use the period and measurement basis the lease requires.

Slide 4: Split the pool
- Fixed costs stay fixed. Variable costs are the gross-up candidates.

Slide 5: Apply the target
- Variable expenses divided by actual occupancy, multiplied by target occupancy.

Slide 6: Add fixed costs back
- Do not gross up the whole operating pool.

Slide 7: Keep the workbook
- Occupancy, target, classifications, and final pool need to be retrievable.

Slide 8: The control
- The formula is simple. The evidence around it is the work."
049,2026-06-10,09:00,America/Chicago,2026-06-10T14:00:00Z,linkedin,capveri,text-short,measurement,https://www.capveri.com/resources/boma-2024-implementation-guide,marketing/content/resources/boma-2024-implementation-guide.mdx,marketing/content/linkedin/campaigns/2026-06-07-to-2026-06-14/posts/2026-06-10-0900-boma-parallel-run-049.md,schedule,85f7cce1175ada0358f0bc7c534241972cc9a93c286df82f5c3c9b3f4a3f4de0,564,"Before a BOMA 2024 measurement update reaches billing, run it twice.

Once with the current measurements.

Once with the updated measurements.

Then compare tenant by tenant.

The point is not to turn a measurement standard into a dispute.

The point is to know what changed before a statement goes out.

Useful backup includes the old rentable SF, new rentable SF, denominator movement, pro-rata impact, and the lease language that controls whether the update applies now.

No surprise measurement changes.

No mystery denominator.

No certification claim needed."
050,2026-06-10,10:00,America/Chicago,2026-06-10T15:00:00Z,linkedin,capveri,text-short,cam-math,https://www.capveri.com/resources/admin-fee-calculation-methods,marketing/content/resources/admin-fee-calculation-methods.mdx,marketing/content/linkedin/campaigns/2026-06-07-to-2026-06-14/posts/2026-06-10-1000-admin-fee-circularity-050.md,schedule,e9f5d5156e8cf0f9a0cac4d7f323b39254125f49ff6bd6cc618bbd92848bc080,539,"Admin fee circularity is easy to miss because the rate looks right.

The problem is the base.

If the lease defines the fee as a percentage of total CAM expenses and total CAM includes the fee, the fee depends on a number that includes itself.

That needs an explicit method.

Otherwise the spreadsheet may quietly do something else:

Calculate on the pool before the fee.
Calculate on the pool after the fee.
Stop after one pass.
Apply a cap late.

Same rate. Different answer.

The backup should show the method, not just the percentage."
051,2026-06-10,11:00,America/Chicago,2026-06-10T16:00:00Z,linkedin,capveri,text-long,anti-integration,https://www.capveri.com/resources/deterministic-vs-ai-cam,marketing/content/resources/deterministic-vs-ai-cam.mdx,marketing/content/linkedin/campaigns/2026-06-07-to-2026-06-14/posts/2026-06-10-1100-lease-rule-before-system-051.md,schedule,bb7110769eed5b43ceb4e47dd13ca53dc8eb07e4f5b33d90afe4f9fc8cf80c79,602,"""The system calculated it"" is not enough support for CAM.

The system still needs instructions.

Gross-up threshold.
Expense exclusions.
Cap type.
Denominator.
Admin fee method.
Partial-year treatment.

Those are lease rules before they are software settings.

CapVeri's export-first approach keeps the ERP as the source system and runs a traceable calculation layer beside it.

That matters because a reconciliation question rarely starts with ""which button was clicked?""

It starts with ""why did this tenant get this number?""

The answer needs a source file, a lease rule, and math that can be rerun."
052,2026-06-10,12:00,America/Chicago,2026-06-10T17:00:00Z,linkedin,capveri,carousel,cam-math,https://www.capveri.com/resources/pro-rata-share-calculation,marketing/content/resources/pro-rata-share-calculation.mdx,marketing/content/linkedin/campaigns/2026-06-07-to-2026-06-14/posts/2026-06-10-1200-pro-rata-carousel-052.md,schedule,42937f5a055ae5e9b281fd2defac2e434a1be8773eb03c3a83377fa6dfcdb5ec,882,"Carousel outline: The pro-rata share check

Slide 1: The percentage is not the whole story
- A clean-looking share can still use the wrong denominator.

Slide 2: Confirm the numerator
- Tenant rentable SF from the lease abstract or controlling measurement source.

Slide 3: Confirm the denominator
- Building leasable area, or the lease-defined denominator.

Slide 4: Watch leased area
- Vacant space should not disappear unless the lease says the method allows it.

Slide 5: Watch excluded anchors
- If anchors are excluded, the effective denominator changes for inline tenants.

Slide 6: Watch remeasurement
- BOMA updates can move RSF and pro-rata shares when the lease permits it.

Slide 7: Watch partial-year changes
- Expansions, contractions, move-ins, and move-outs need date ranges.

Slide 8: Keep the schedule
- The tenant percentage needs a source, not just a cell value."
053,2026-06-10,13:00,America/Chicago,2026-06-10T18:00:00Z,linkedin,capveri,text-short,erp-exports,https://www.capveri.com/resources/export-cam-yardi-voyager,marketing/content/resources/export-cam-yardi-voyager.mdx,marketing/content/linkedin/campaigns/2026-06-07-to-2026-06-14/posts/2026-06-10-1300-export-furniture-053.md,schedule,97cd5782326d21af09d30c8d34dcf9cd8bedc62012e1ab83972370926958f4d7,521,"A spreadsheet can look like data and still behave like a report.

Yardi exports often carry report furniture:

Title rows.
Header bands.
Subtotal rows.
Page totals.
Footer notes.

Those are readable for humans and painful for validation.

Before the CAM file goes into any review process, flatten it.

One row per record.
Column names in one header row.
No hidden totals mixed into transaction data.

This is not cosmetic.

It decides whether the file can be tied, filtered, and traced without accidental double-counting."
054,2026-06-10,14:00,America/Chicago,2026-06-10T19:00:00Z,linkedin,capveri,text-short,audit-defense,https://www.capveri.com/resources/audit-defense-packet,marketing/src/app/resources/audit-defense-packet/page.tsx,marketing/content/linkedin/campaigns/2026-06-07-to-2026-06-14/posts/2026-06-10-1400-audit-request-first-week-054.md,schedule,2cd6e740852a6ceaad8bb89ded00f1134d5bba71a10dc83476fffa32f7cbcfcf,529,"The first week after a CAM audit request should not be spent asking where the documents are.

It should be spent checking that the packet matches the reconciliation that was sent.

That means:

Final GL export.
Invoice index.
Management fee backup.
Pro-rata schedule.
Gross-up workbook.
Cap schedule.
Tax and insurance support.
Lease amendment register.

The packet does not need drama.

It needs version control.

If the team has to recreate the support on demand, each manual step creates another place for the story to change."
055,2026-06-10,15:00,America/Chicago,2026-06-10T20:00:00Z,linkedin,capveri,text-short,recovery-modeling,https://www.capveri.com/resources/recovery-ratio-analysis,marketing/content/resources/recovery-ratio-analysis.mdx,marketing/content/linkedin/campaigns/2026-06-07-to-2026-06-14/posts/2026-06-10-1500-recovery-reason-codes-055.md,schedule,379a5e8eb98420debc8a5d4d9182c935fabf848bc65b4be6e8eeb13822f496b1,502,"A recovery gap without reason codes is just a number.

Useful reason codes are specific:

Unmapped GL account.
Lease-excluded category.
Cap limitation.
Gross-up not applied.
Vacancy absorption.
Tenant setup issue.
Estimate billing shortfall.

That list turns a portfolio-level gap into work the team can assign.

Some items may be recoverable.

Some may be permanently excluded.

Some may point to setup controls for next year.

The important part is not pretending the gap is one thing.

It rarely is."
056,2026-06-10,16:00,America/Chicago,2026-06-10T21:00:00Z,linkedin,capveri,carousel,cam-math,https://www.capveri.com/resources/cumulative-vs-non-cumulative-cam-caps,marketing/content/resources/cumulative-vs-non-cumulative-cam-caps.mdx,marketing/content/linkedin/campaigns/2026-06-07-to-2026-06-14/posts/2026-06-10-1600-cap-bank-carousel-056.md,schedule,3a2ddc8cde6e76316edba63f217a068e66abfa566b6b1b55043b11f14bb21f4c,719,"Carousel outline: Cumulative cap bank review

Slide 1: A cap bank is not a note
- It is a year-by-year schedule.

Slide 2: Confirm the lease type
- Cumulative and non-cumulative caps behave differently.

Slide 3: Start with the base
- Base year controllable amount and tenant share.

Slide 4: Build the ceiling
- Apply the annual cap percentage to the correct prior ceiling.

Slide 5: Compare actuals
- Actual controllable amount versus allowed ceiling.

Slide 6: Track unused capacity
- If cumulative, bank unused capacity for later years.

Slide 7: Track draws
- When actuals exceed the base ceiling, show the bank draw.

Slide 8: Keep it portable
- The schedule should survive a sale, staff change, or audit request."
057,2026-06-10,17:00,America/Chicago,2026-06-10T22:00:00Z,linkedin,capveri,text-short,reconciliation-controls,https://www.capveri.com/resources/cam-reconciliation-vs-estimate,marketing/content/resources/cam-reconciliation-vs-estimate.mdx,marketing/content/linkedin/campaigns/2026-06-07-to-2026-06-14/posts/2026-06-10-1700-estimate-letter-support-057.md,schedule,58f505be43c900496c81285069607cd5ebaed7dc31732b0a3334413feef421ee,512,"An estimate letter should have backup before it has a PDF.

At minimum, the file should answer:

What prior-year actuals were used?
What vendor changes were assumed?
What inflation or rate movement was applied?
What tenant share was used?
What monthly amount was billed?
What changed during the year?

That does not make the estimate perfect.

It makes the estimate explainable when the year-end reconciliation lands.

The worst time to document the estimate logic is after the tenant asks why the true-up moved."
058,2026-06-10,18:00,America/Chicago,2026-06-10T23:00:00Z,linkedin,capveri,text-short,traceable-math,https://www.capveri.com/resources/deterministic-vs-ai-cam,marketing/content/resources/deterministic-vs-ai-cam.mdx,marketing/content/linkedin/campaigns/2026-06-07-to-2026-06-14/posts/2026-06-10-1800-human-verified-extraction-058.md,schedule,70ce66de5a41b888d098a168ffb1cd06423bc3ade4c19799a753a4ec096a1634,445,"AI is useful when the file is messy.

Lease PDFs are messy.
GL descriptions are messy.
Amendments are messy.
Expense categories are messy.

That is a reading problem.

The charge calculation is different.

Once the clause, category, date, and amount are extracted, the next question is whether a reviewer can confirm the inputs and rerun the formula.

AI can help with the first read.

It should not be the final authority on what a tenant owes."
059,2026-06-10,19:00,America/Chicago,2026-06-11T00:00:00Z,linkedin,capveri,question,engagement,https://www.capveri.com/resources/audit-defense-packet,marketing/src/app/resources/audit-defense-packet/page.tsx,marketing/content/linkedin/campaigns/2026-06-07-to-2026-06-14/posts/2026-06-10-1900-tenant-question-file-059.md,schedule,acfd5a7f14981e3d4d828502454dc527cdc4d510c7e5f5873af624417e81c608,466,"A tenant asks one narrow question:

""Why did our management fee increase?""

The answer should not require opening five old workbooks.

The clean file has:

The lease clause.
The fee method.
The expense base.
The cap treatment.
The calculation.
The prior-year comparison.

That is the difference between a response and a search project.

Which CAM question takes the longest for teams to answer today?

Gross-up, management fee, cap, denominator, or estimate billing?"
060,2026-06-10,20:00,America/Chicago,2026-06-11T01:00:00Z,linkedin,capveri,text-short,campaign-summary,https://www.capveri.com/resources/audit-defense-packet,marketing/src/app/resources/audit-defense-packet/page.tsx,marketing/content/linkedin/campaigns/2026-06-07-to-2026-06-14/posts/2026-06-10-2000-second-day-close-060.md,schedule,7cbe07909771429a8dafcb65ce3037b0a9426c970fe2abff87301ec04b017d4a,553,"CAM reconciliation gets easier to defend when the answer is built from the same pieces every time.

Source export.
Lease rule.
Calculation input.
Deterministic math.
Reviewer note.
Tenant-facing support.

That sequence is not flashy.

It is the part that keeps the file usable after the close, after the staff change, and after the tenant question.

CapVeri is built for that kind of review:

Export-based inputs, traceable calculations, and backup a property team can actually hand over.

What would make your next reconciliation file easier to defend?"
061,2026-06-11,06:00,America/Chicago,2026-06-11T11:00:00Z,linkedin,capveri,text-short,erp-exports,https://www.capveri.com/resources/export-cam-yardi-voyager,marketing/content/resources/export-cam-yardi-voyager.mdx,marketing/content/linkedin/campaigns/2026-06-07-to-2026-06-14/posts/2026-06-11-0600-export-exception-queue-061.md,schedule,07ca4126ca74af1afb42c52cde5716fe28b89293c4a954fed76fbfc074801f4e,684,"The useful Yardi export question is not ""did the report run?""

It is:

What did the export force the team to exclude, fix, or rerun?

A clean CAM review should leave an exception queue:

Missing tenant names.
Summary output where detail was needed.
Recovery pools with no GL support.
Rent roll rows without rentable SF.
Date filters that do not match the close period.
Excel report rows mixed into transaction data.

Those are not spreadsheet annoyances.

They are the points where a later tenant question will ask for support the file cannot provide.

CapVeri's export-first workflow treats those exceptions as the first review, before gross-up, caps, or pro-rata math get attention."
062,2026-06-11,07:00,America/Chicago,2026-06-11T12:00:00Z,linkedin,capveri,text-short,cam-math,https://www.capveri.com/resources/cam-gross-up-calculation-guide,marketing/content/resources/cam-gross-up-calculation-guide.mdx,marketing/content/linkedin/campaigns/2026-06-07-to-2026-06-14/posts/2026-06-11-0700-gross-up-threshold-ledger-062.md,schedule,290d2fed3d2620b0bf1d8af62d7d627780552943106bbd978eab99ce9d01fd7c,564,"Gross-up support should show more than the final adjusted pool.

It should show the threshold ledger.

Actual occupancy.
Lease target.
Variable expense pool.
Fixed expense pool.
Gross-up factor.
Adjusted variable expense.
Fixed costs added back unchanged.

That order matters.

If the file cannot show which costs stayed fixed, the tenant or reviewer has to infer the treatment from the final number.

That is a weak place to stand.

The calculation is not hard. The hard part is leaving enough evidence that the team can prove the right costs entered the formula."
063,2026-06-11,08:00,America/Chicago,2026-06-11T13:00:00Z,linkedin,capveri,carousel,audit-defense,https://www.capveri.com/resources/respond-tenant-documentation-demand,marketing/content/resources/respond-tenant-documentation-demand.mdx,marketing/content/linkedin/campaigns/2026-06-07-to-2026-06-14/posts/2026-06-11-0800-response-packet-carousel-063.md,schedule,c9c1009097debfde26ef87affa5d30a825a16852069adcbaf717a2940ab3d5c5,851,"Carousel outline: The first CAM documentation response packet

Slide 1: Do not start with every invoice
- Start with the records that explain the reconciliation.

Slide 2: Reconciliation statement
- The exact statement sent to the tenant.

Slide 3: Calculation workbook
- Expense pools, pro-rata shares, gross-up, caps, and estimate credits.

Slide 4: GL detail
- Recoverable accounts for the audit year, with account, vendor, date, and amount.

Slide 5: Rent roll
- Tenant, suite, square footage, lease dates, and share percentage.

Slide 6: Tax and insurance support
- Bills, assessments, declarations, or summary backup tied to the year.

Slide 7: Redaction check
- Remove other tenant terms, payment history, and internal communications.

Slide 8: The control
- Send enough structure for review without turning the first response into a data dump."
064,2026-06-11,09:00,America/Chicago,2026-06-11T14:00:00Z,linkedin,capveri,text-short,erp-exports,https://www.capveri.com/resources/export-cam-mri,marketing/content/resources/export-cam-mri.mdx,marketing/content/linkedin/campaigns/2026-06-07-to-2026-06-14/posts/2026-06-11-0900-mri-billing-history-064.md,schedule,cd67dac8d143512533f981923aa59cbddc261d8846940afc726fe222def24d86,601,"MRI Tenant Billing History is not always the first file to pull.

But when the question is ""what did we bill during the year?"" it matters.

Recovery Reconciliation can show the recovery result.

GL Transaction Detail can show what hit the expense pool.

The rent roll can show who was in the building and what square footage applied.

Tenant Billing History answers a different question:

Which estimates were actually invoiced, and did a mid-year estimate change reach the tenant?

That is the difference between checking spend and checking collection.

Both sides of the reconciliation need support."
065,2026-06-11,10:00,America/Chicago,2026-06-11T15:00:00Z,linkedin,capveri,text-short,cam-math,https://www.capveri.com/resources/multiple-denominator-pro-rata,marketing/content/resources/multiple-denominator-pro-rata.mdx,marketing/content/linkedin/campaigns/2026-06-07-to-2026-06-14/posts/2026-06-11-1000-multiple-denominator-ledger-065.md,schedule,0f969ea32a88d8bf3d68d1c885363c03b052feab0cbdc6f2ddda277d69ed39b6,652,"One building can have more than one CAM denominator.

That is where copy-paste math gets dangerous.

One lease may reference total rentable area.
Another may reference gross leasable area.
Another may have an occupied-area floor.
Another may freeze a measurement standard from an older lease form.

The control is a denominator ledger by tenant:

Lease clause.
Interpreted denominator.
Square footage source.
Current value.
Prior-year value.
Reason for any change.

Then each tenant share is calculated from its own rule.

The portfolio view comes after that, with a total recovery check to make sure the allocations do not exceed the recoverable pool."
066,2026-06-11,11:00,America/Chicago,2026-06-11T16:00:00Z,linkedin,capveri,text-short,cam-math,https://www.capveri.com/resources/cumulative-vs-non-cumulative-cam-caps,marketing/content/resources/cumulative-vs-non-cumulative-cam-caps.mdx,marketing/content/linkedin/campaigns/2026-06-07-to-2026-06-14/posts/2026-06-11-1100-cap-handoff-file-066.md,schedule,605f76c0e09942cda4ee6bb44781d67e15fa0fa464759e1689939c2b905aac34,656,"Cumulative CAM caps are fragile during handoffs.

The number that matters is not only this year's cap ceiling.

It is the unused capacity carried from prior years, if the lease allows banking.

When a property changes ownership or the accounting seat turns over, that bank can disappear into old spreadsheets.

A useful handoff file should include:

Lease language for cap type.
Base amount.
Annual cap percentage.
Actual controllable expenses by year.
Amount billed by year.
Bank balance by year.
Expiration or renewal notes.

If the lease is non-cumulative, say that clearly too.

Silence is how the wrong cap logic survives into the next reconciliation."
067,2026-06-11,12:00,America/Chicago,2026-06-11T17:00:00Z,linkedin,capveri,carousel,cam-math,https://www.capveri.com/resources/admin-fee-calculation-methods,marketing/content/resources/admin-fee-calculation-methods.mdx,marketing/content/linkedin/campaigns/2026-06-07-to-2026-06-14/posts/2026-06-11-1200-admin-fee-method-card-067.md,schedule,794fe5cd511598c9615e51c86e7ca7c039ad30cd1cbbecba170d13e8f88a904d,853,"Carousel outline: Where admin fee checks usually break

Slide 1: Start with the base
- The percentage matters less if the fee is applied to the wrong number.

Slide 2: Failure point 1
- The fee is calculated from the gross pool when the lease points to a net base.

Slide 3: Failure point 2
- The fee is added twice: once as a GL line, once as a percentage.

Slide 4: Failure point 3
- The cap is missed, or applied to the wrong expense group.

Slide 5: The clause language matters
- ""Included in"" and ""added to"" can point to different treatments.

Slide 6: The support file should show
- Base, rate, cap if any, GL treatment, and clause reference.

Slide 7: The reviewer question
- Can the fee be recalculated without guessing what base was used?

Slide 8: The practical takeaway
- Debate the percentage only after the base and cap treatment are clean."
068,2026-06-11,13:00,America/Chicago,2026-06-11T18:00:00Z,linkedin,capveri,text-short,boma-standards,https://www.capveri.com/resources/boma-2024-implementation-guide,marketing/content/resources/boma-2024-implementation-guide.mdx,marketing/content/linkedin/campaigns/2026-06-07-to-2026-06-14/posts/2026-06-11-1300-boma-input-map-068.md,schedule,6ccd02b11e74b5de153035df25456945e57db0f61e1d550a4ac6f410983d177c,609,"BOMA 2024 does not change the CAM formula by itself.

It changes inputs that the formula may use.

Rentable area.
Load factor.
Amenity allocation.
Outdoor tenant areas.
Building support zones.
Measurement source.

That is why the transition needs an input map before the first reconciliation using updated measurements.

For each tenant, the file should show:

Prior measurement basis.
Current measurement basis.
Lease language that allows or blocks the change.
Old share.
New share.
Effective date.

CapVeri can align the reconciliation math to the current inputs. The lease still decides which inputs apply."
069,2026-06-11,14:00,America/Chicago,2026-06-11T19:00:00Z,linkedin,capveri,text-short,estimates,https://www.capveri.com/resources/cam-estimate-forecasting,marketing/content/resources/cam-estimate-forecasting.mdx,marketing/content/linkedin/campaigns/2026-06-07-to-2026-06-14/posts/2026-06-11-1400-estimate-drift-dashboard-069.md,schedule,f200f4902c2d27f08375c2028bfce35be599700d8c0ab52518158c9d05a83dd2,534,"Estimate drift should be visible before the year-end statement.

The useful dashboard is not fancy:

Budget by category.
Actuals to date.
Annualized run rate.
Known contract changes.
Tax and insurance movement.
Estimate billings collected.
Projected true-up.

That view gives the property team a chance to decide whether a mid-year estimate adjustment is worth discussing under the lease.

Without it, too many variances wait until reconciliation season.

The math may be right at year-end.

The surprise still creates the phone call."
070,2026-06-11,15:00,America/Chicago,2026-06-11T20:00:00Z,linkedin,capveri,text-short,recovery-modeling,https://www.capveri.com/resources/recovery-ratio-analysis,marketing/content/resources/recovery-ratio-analysis.mdx,marketing/content/linkedin/campaigns/2026-06-07-to-2026-06-14/posts/2026-06-11-1500-recovery-gap-triage-070.md,schedule,33099ef262d77123426ada472d683706af0a309c7ef8ea19e1cc2a7ee292e323,555,"Recovery gap analysis should separate modeling from action.

Modeling says:

Recoverable operating expense pool.
Total CAM billed.
Gap by property.
Gap by category.
Likely reason code.

Action says:

Can this be corrected under the lease?
Is the billing window still open?
Is the issue a current-year setup fix instead?
Does the file need owner, accountant, or counsel review?

CapVeri can help identify the gap and the likely source.

That is not the same as saying the full gap is collectible.

The cleanest recovery work keeps that distinction visible."
071,2026-06-11,16:00,America/Chicago,2026-06-11T21:00:00Z,linkedin,capveri,text-short,audit-defense,https://www.capveri.com/resources/cam-presend-checklist,marketing/content/resources/cam-presend-checklist.mdx,marketing/content/linkedin/campaigns/2026-06-07-to-2026-06-14/posts/2026-06-11-1600-pre-send-control-list-071.md,schedule,120bb574c50fd55d5b377d1e748da2900c50888595a1736c814b5ae8b87a6bd6,625,"The pre-send CAM checklist is not a formality.

It is where small mistakes stop becoming tenant-facing statements.

A useful control list asks:

Did CapEx stay out of the recoverable pool?
Were fixed and variable expenses split before gross-up?
Does the gross-up target match the lease?
Does the pro-rata denominator match the lease?
Were partial-year changes time-weighted?
Do capped tenants use the right cap structure?
Is the management fee calculated once, on the right base?
Did late invoices make it into the right year?

None of those questions needs a speech.

They need evidence in the file before statements go out."
072,2026-06-11,17:00,America/Chicago,2026-06-11T22:00:00Z,linkedin,capveri,text-short,erp-exports,https://www.capveri.com/resources/export-cam-yardi-voyager,marketing/content/resources/export-cam-yardi-voyager.mdx,marketing/content/linkedin/campaigns/2026-06-07-to-2026-06-14/posts/2026-06-11-1700-charge-schedule-support-072.md,schedule,ad44994957e430af97aea2ba6f3a168036d1e1a39d163868dd93898b71316cf7,600,"Yardi Charge Schedule belongs in the file when the dispute is about billing history.

Recovery Analysis answers what the reconciliation says.

GL Analytics answers what expenses were in the pool.

Rent Roll with Lease Charges answers who and how much square footage.

Charge Schedule answers what was actually billed through the year.

That matters for:

Mid-year estimate changes.
Charge-code questions.
Invoice-level support.
Proof that the billed side moved when the budget changed.

The mistake is asking one export to answer the whole question.

CAM review works better when each file has a job."
073,2026-06-11,18:00,America/Chicago,2026-06-11T23:00:00Z,linkedin,capveri,text-short,ai-controls,https://www.capveri.com/resources/deterministic-vs-ai-cam,marketing/content/resources/deterministic-vs-ai-cam.mdx,marketing/content/linkedin/campaigns/2026-06-07-to-2026-06-14/posts/2026-06-11-1800-ai-extraction-boundary-073.md,schedule,0f94f902117e5bdfaaa9ef0276d3a92b2ee7bc9ab545539b2febf5e28ef82105,576,"The danger with AI in CAM work is not that it reads documents.

That part can help.

The danger is letting a plausible extraction become a financial answer without a verification step.

A gross-up clause still needs the occupancy threshold.
An exclusion still needs the expense category.
A cap clause still needs the base, year, and carry-forward rule.

Those are inputs.

Once the inputs are confirmed, the calculation should be boringly repeatable:

Same source file.
Same lease rule.
Same formula.
Same answer.

Assistance is useful.

Authority belongs to the source trail."
074,2026-06-11,19:00,America/Chicago,2026-06-12T00:00:00Z,linkedin,capveri,text-short,cam-math,https://www.capveri.com/resources/denominator-change-guide,marketing/content/resources/denominator-change-guide.mdx,marketing/content/linkedin/campaigns/2026-06-07-to-2026-06-14/posts/2026-06-11-1900-denominator-change-note-074.md,schedule,f9eddc62a6b273312a8ca5cd58e50c39c00487a04d2a4500d9edb4995e6a842c,565,"When a tenant's pro-rata share changes, the file needs a short answer ready.

Not a paragraph of theory.

A trace.

Prior denominator.
Current denominator.
Reason for change.
Measurement source.
Lease clause.
Effective date.
Tenant numerator.
Share before and after.

That is the note that keeps a denominator change from looking arbitrary.

If the source is a remeasurement, show it.

If the source is a lease amendment, show it.

If the source is an occupancy provision, show the lease language.

The percentage is the output. The denominator note is the support."
075,2026-06-11,20:00,America/Chicago,2026-06-12T01:00:00Z,linkedin,capveri,carousel,engagement,https://www.capveri.com/resources/respond-tenant-documentation-demand,marketing/content/resources/respond-tenant-documentation-demand.mdx,marketing/content/linkedin/campaigns/2026-06-07-to-2026-06-14/posts/2026-06-11-2000-first-30-days-question-075.md,schedule,2994e147ff174df4070a631b2b5848574118dca7277f29716d6de25c77843cf0,720,"Carousel outline: First 30 days after a CAM documentation request

Slide 1: Day 1
- Pull the lease and confirm the audit clause.

Slide 2: Days 1 to 5
- Re-run the math internally before producing records.

Slide 3: Exposure check
- Identify the largest possible issue before the tenant does.

Slide 4: Records package
- Statement, workbook, GL detail, rent roll, tax, insurance, and requested support.

Slide 5: Redaction
- Remove other tenant terms and internal communications.

Slide 6: Delivery
- Use a controlled file share and keep one contact point.

Slide 7: Follow-up
- Track questions by document, not by email thread memory.

Slide 8: The question
- Does the team have this workflow before the letter arrives?"
076,2026-06-12,06:00,America/Chicago,2026-06-12T11:00:00Z,linkedin,capveri,text-short,erp-exports,https://www.capveri.com/resources/export-guide,marketing/content/resources/export-guide.mdx,marketing/content/linkedin/campaigns/2026-06-07-to-2026-06-14/posts/2026-06-12-0600-export-column-contract-076.md,schedule,0e33e702b281bcda8e6b04b6682da509039fd587519511810261643bcc5b34a5,556,"A CAM export package needs a column contract.

Not a legal contract.

A practical one.

Rent roll needs tenant, suite, rentable SF, lease start, and lease end.

GL detail needs account, date, vendor or description, and amount.

Recovery output needs tenant, pool, actuals, estimates, and variance.

When those fields are missing, the review turns into matching by memory.

That is where errors creep in.

Before the math starts, CapVeri treats the export package as the first control surface:

Do the files contain the fields needed to trace the statement?"
077,2026-06-12,07:00,America/Chicago,2026-06-12T12:00:00Z,linkedin,capveri,text-short,cam-math,https://www.capveri.com/resources/gross-up-optimization,marketing/content/resources/gross-up-optimization.mdx,marketing/content/linkedin/campaigns/2026-06-07-to-2026-06-14/posts/2026-06-12-0700-fixed-cost-leakage-077.md,schedule,e4cca2b0f75e8d26f00ee0cb57ad51013d2d46379732e9d9e8672be71bea5259,606,"Gross-up errors cut both ways.

Grossing up fixed costs can overstate the pool.

Failing to gross up eligible variable costs can leave recoverable expense out of the tenant calculation when the lease permits the adjustment.

The control is the same in both directions:

Classify first.
Check the clause.
Check actual occupancy.
Apply the target only to the eligible variable pool.
Add fixed costs back unchanged.

That sequence is basic, but easy to skip under deadline pressure.

It is also the part that reduces the risk of the same spreadsheet being wrong in opposite directions on different properties."
078,2026-06-12,08:00,America/Chicago,2026-06-12T13:00:00Z,linkedin,capveri,text-short,cam-math,https://www.capveri.com/resources/cam-cap-calculation-guide,marketing/content/resources/cam-cap-calculation-guide.mdx,marketing/content/linkedin/campaigns/2026-06-07-to-2026-06-14/posts/2026-06-12-0800-cap-base-year-check-078.md,schedule,360be7a7c3b0608d928998c2331e2d39fed880beb17456488238651549e798cb,585,"The cap percentage gets the attention.

The base usually decides the answer.

A CAM cap can start from prior-year actual controllable expenses.

It can start from a fixed base year.

It can compound from a prior ceiling.

It can interact with carve-outs for taxes, insurance, utilities, or management fees.

The percentage is not portable unless the base is the same.

For capped tenants, the file should show:

Base amount.
Source year.
Expense categories included.
Excluded categories.
Cap percentage.
Current ceiling.
Actual controllable amount.

Without that, ""5%"" is just a label."
079,2026-06-12,09:00,America/Chicago,2026-06-12T14:00:00Z,linkedin,capveri,text-short,boma-standards,https://www.capveri.com/resources/boma-2024-implementation-guide,marketing/content/resources/boma-2024-implementation-guide.mdx,marketing/content/linkedin/campaigns/2026-06-07-to-2026-06-14/posts/2026-06-12-0900-boma-parallel-proof-079.md,schedule,11a7eeba5cee8b071b96e121d1bf67fc692982665e8dab3db11d78989c1f680c,612,"The first reconciliation after a measurement update needs a parallel proof.

Old measurement input.
New measurement input.
Lease language.
Tenant share under each basis.
Expense pool under the current methodology.
Dollar impact.
Effective date.

That comparison is not about turning BOMA 2024 into a badge.

It is about showing which input changed and why the allocation changed.

If the lease references a specific older standard, the file needs to say that too.

If the lease allows an updated standard, the file needs the support.

The math should not ask the tenant to guess which measurement basis was used."
080,2026-06-12,10:00,America/Chicago,2026-06-12T15:00:00Z,linkedin,capveri,text-short,cam-math,https://www.capveri.com/resources/admin-fee-calculation-methods,marketing/content/resources/admin-fee-calculation-methods.mdx,marketing/content/linkedin/campaigns/2026-06-07-to-2026-06-14/posts/2026-06-12-1000-admin-fee-double-count-080.md,schedule,37646ce9a9ef5899557afdc871c44b5c54804ad1cdf0927a17c8110b0a088fe1,545,"Management fee review needs one uncomfortable check:

Was the same cost counted twice?

It can happen when the management company invoice sits in the GL as an operating expense and the reconciliation also adds a percentage admin fee on top.

The file should answer:

Is the fee actual or imputed?
Which lease clause allows it?
What base was used?
What rate was applied?
Is there a cap?
Are related GL accounts already in the pool?

That last question is the trap.

The fee line and the GL detail need to agree on what has already been recovered."
