slot_id,scheduled_date,scheduled_time,timezone,platform,account,pillar,topic,source_path,source_file,source_url,content
"033","2026-06-25","19:00","America/Chicago","linkedin","capveri","packet","pre-send","posts/linkedin/2026-06-25-1900-pre-send-033.md","marketing/content/resources/cam-presend-checklist.mdx","https://www.capveri.com/resources/cam-presend-checklist","The packet should be ready before the tenant asks.

The second review comes before a bigger workbook.

The review needs a clear source trail.

GL, invoices, rent roll support, lease abstracts, worksheets, and fee support belong together.

Review the support before the statement goes out.

A clean packet makes the answer faster.

Control note: prove the input before the output.

That is the difference between a charge and a packet.

#camreconciliation #propertymanagement #cre"
"033","2026-06-25","17:00","America/Chicago","x","capveri","packet","pre-send","posts/x/2026-06-25-1700-pre-send-033.md","marketing/content/resources/cam-presend-checklist.mdx","https://www.capveri.com/resources/cam-presend-checklist","The packet should be ready before the tenant asks. GL, invoices, rent roll support, lease abstracts, worksheets, and fee support belong together. Store proof with the packet."
"034","2026-06-26","10:00","America/Chicago","linkedin","capveri","tenant-questions","document-demand","posts/linkedin/2026-06-26-1000-document-demand-034.md","marketing/content/resources/respond-tenant-documentation-demand.mdx","https://www.capveri.com/resources/respond-tenant-documentation-demand","A tenant document request is an operations test.

A good CAM packet answers this before anyone asks:

Confirm what the lease allows before sending files.

The response should track lease audit rights, record scope, redactions, delivery, and follow-up.

A messy response can make a normal review feel adversarial.

Owner note: show what changed since last run.

The fix is boring. Save the support near the math.

Keep the response factual and organized.

#camreconciliation #propertymanagement #cre"
"034","2026-06-26","09:00","America/Chicago","x","capveri","tenant-questions","document-demand","posts/x/2026-06-26-0900-document-demand-034.md","marketing/content/resources/respond-tenant-documentation-demand.mdx","https://www.capveri.com/resources/respond-tenant-documentation-demand","Review: A messy response can make a normal review feel adversarial. Confirm what the lease allows before sending files."
"035","2026-06-26","12:00","America/Chicago","linkedin","capveri","boma","parallel-proof","posts/linkedin/2026-06-26-1200-parallel-proof-035.md","marketing/content/resources/boma-2024-implementation-guide.mdx","https://www.capveri.com/resources/boma-2024-implementation-guide","BOMA input changes need parallel proof.

This is a useful the second review question:

Can a second reviewer follow the source, the rule, and the math?

Measurement inputs should be checked against the lease and source records.

Run old and new inputs side by side before billing changes.

A label alone does not prove the charge is right.

File note: source, rule, amount, reviewer.

If the answer is no, the statement is early.

#boma #camreconciliation #cre"
"035","2026-06-26","13:00","America/Chicago","x","capveri","boma","parallel-proof","posts/x/2026-06-26-1300-parallel-proof-035.md","marketing/content/resources/boma-2024-implementation-guide.mdx","https://www.capveri.com/resources/boma-2024-implementation-guide","BOMA input changes need parallel proof. Show what changed and why it applies. Save the source row."
"036","2026-06-26","19:00","America/Chicago","linkedin","capveri","leakage","recovery-gap","posts/linkedin/2026-06-26-1900-recovery-gap-036.md","marketing/content/resources/cam-leakage-guide.mdx","https://www.capveri.com/resources/cam-leakage-guide","CAM leakage is usually a process problem.

Before billing: Leakage can come from gross-up errors, missed cap adjustments, and pro-rata mistakes.

Compare lease terms to actual billings tenant by tenant.

Small missed rules can repeat across years.

Find the rule before changing the invoice.

Close note: export, lease term, math, support.

Question for the review team: where would you want proof first?

#camleakage #camreconciliation #crefinance"
"036","2026-06-26","17:00","America/Chicago","x","capveri","leakage","recovery-gap","posts/x/2026-06-26-1700-recovery-gap-036.md","marketing/content/resources/cam-leakage-guide.mdx","https://www.capveri.com/resources/cam-leakage-guide","Before send: CAM leakage is usually a process problem. Compare lease terms to actual billings tenant by tenant. Keep the math traceable."
"037","2026-06-27","10:00","America/Chicago","linkedin","capveri","export-qa","export-stack","posts/linkedin/2026-06-27-1000-export-stack-037.md","marketing/content/resources/export-guide.mdx","https://www.capveri.com/resources/export-guide","The export stack comes before the workbook.

The second review comes before a bigger workbook.

The review needs a clear source trail.

A CAM review can start from rent roll, full-year GL detail, and recovery or billing exports.

Match property, period, tenant, and charge codes before math starts.

Save the export list with the packet.

Keep the source beside the charge.

That is the difference between a charge and a packet.

#camreconciliation #propertyaccounting #cre"
"037","2026-06-27","09:00","America/Chicago","x","capveri","export-qa","export-stack","posts/x/2026-06-27-0900-export-stack-037.md","marketing/content/resources/export-guide.mdx","https://www.capveri.com/resources/export-guide","The export stack comes before the workbook. A CAM review can start from rent roll, full-year GL detail, and recovery or billing exports. Name the lease rule."
"038","2026-06-27","12:00","America/Chicago","linkedin","capveri","yardi","yardi-exports","posts/linkedin/2026-06-27-1200-yardi-exports-038.md","marketing/content/resources/export-cam-yardi-voyager.mdx","https://www.capveri.com/resources/export-cam-yardi-voyager","Yardi CAM review starts with the file set.

A good CAM packet answers this before anyone asks:

Use detail-level output for the same property and period.

Recovery Analysis, GL Analytics, and Rent Roll with Lease Charges are core Yardi exports.

A summary report can hide the row that caused the charge.

Team note: make the next reviewer faster.

The fix is boring. Save the support near the math.

Tie the source files before reviewing tenant shares.

#yardi #camreconciliation #crefinance"
"038","2026-06-27","13:00","America/Chicago","x","capveri","yardi","yardi-exports","posts/x/2026-06-27-1300-yardi-exports-038.md","marketing/content/resources/export-cam-yardi-voyager.mdx","https://www.capveri.com/resources/export-cam-yardi-voyager","Before send: A summary report can hide the row that caused the charge. Use detail-level output for the same property and period."
"039","2026-06-27","19:00","America/Chicago","linkedin","capveri","mri","mri-period","posts/linkedin/2026-06-27-1900-mri-period-039.md","marketing/content/resources/export-cam-mri.mdx","https://www.capveri.com/resources/export-cam-mri","MRI review needs the right period first.

This is a useful what to check question:

Can a second reviewer follow the source, the rule, and the math?

Recovery Reconciliation, GL Transaction Detail, rent roll, and Tenant Billing History are safe MRI lanes.

Confirm entity, property, period, and tenant ID before export review.

One wrong period can make a clean statement look wrong.

Packet note: save the rule before the total.

If the answer is no, the statement is early.

#mri #camreconciliation #propertyaccounting"
"039","2026-06-27","17:00","America/Chicago","x","capveri","mri","mri-period","posts/x/2026-06-27-1700-mri-period-039.md","marketing/content/resources/export-cam-mri.mdx","https://www.capveri.com/resources/export-cam-mri","MRI review needs the right period first. Put the period check in the packet notes. Tie it before billing."
"040","2026-06-28","10:00","America/Chicago","linkedin","capveri","gross-up","variable-only","posts/linkedin/2026-06-28-1000-variable-only-040.md","marketing/content/resources/cam-gross-up-calculation-guide.mdx","https://www.capveri.com/resources/cam-gross-up-calculation-guide","Gross-up review starts with one split.

Before billing: Variable expenses can be grossed up. Fixed costs need separate treatment.

Sort taxes, insurance, utilities, janitorial, and service costs before applying a factor.

Grossing up fixed costs can overstate the recovery pool.

The packet should show the fixed and variable split.

Control note: prove the input before the output.

Question for the review team: where would you want proof first?

#camreconciliation #grossup #propertyaccounting"
"040","2026-06-28","09:00","America/Chicago","x","capveri","gross-up","variable-only","posts/x/2026-06-28-0900-variable-only-040.md","marketing/content/resources/cam-gross-up-calculation-guide.mdx","https://www.capveri.com/resources/cam-gross-up-calculation-guide","Before send: Gross-up review starts with one split. Sort taxes, insurance, utilities, janitorial, and service costs before applying a factor. Store proof with the packet."
"041","2026-06-28","12:00","America/Chicago","linkedin","capveri","pro-rata","denominator","posts/linkedin/2026-06-28-1200-denominator-041.md","marketing/content/resources/pro-rata-share-calculation.mdx","https://www.capveri.com/resources/pro-rata-share-calculation","A tenant share needs its denominator.

What to check comes before a bigger workbook.

The review needs a clear source trail.

Tenant RSF over the lease-defined denominator drives the CAM share.

Store lease denominator, building RSF, excluded area, component area, or usage support.

Keep the denominator source next to the charge.

Owner note: show what changed since last run.

That is the difference between a charge and a packet.

#camreconciliation #prorata #cre"
"041","2026-06-28","13:00","America/Chicago","x","capveri","pro-rata","denominator","posts/x/2026-06-28-1300-denominator-041.md","marketing/content/resources/pro-rata-share-calculation.mdx","https://www.capveri.com/resources/pro-rata-share-calculation","A tenant share needs its denominator. Tenant RSF over the lease-defined denominator drives the CAM share. Check the input first."
"042","2026-06-28","19:00","America/Chicago","linkedin","capveri","caps","cap-bank","posts/linkedin/2026-06-28-1900-cap-bank-042.md","marketing/content/resources/cumulative-vs-non-cumulative-cam-caps.mdx","https://www.capveri.com/resources/cumulative-vs-non-cumulative-cam-caps","A CAM cap is not just one percentage.

A good CAM packet answers this before anyone asks:

Read the cap base, cap rate, and controllable cost language.

Cumulative caps can bank unused capacity. Non-cumulative caps reset each year.

The wrong cap type can change several years of billing.

File note: source, rule, amount, reviewer.

The fix is boring. Save the support near the math.

Write the cap rule before running the charge.

#camreconciliation #commercialrealestate #crefinance"
"042","2026-06-28","17:00","America/Chicago","x","capveri","caps","cap-bank","posts/x/2026-06-28-1700-cap-bank-042.md","marketing/content/resources/cumulative-vs-non-cumulative-cam-caps.mdx","https://www.capveri.com/resources/cumulative-vs-non-cumulative-cam-caps","Reminder: The wrong cap type can change several years of billing. Read the cap base, cap rate, and controllable cost language."
"043","2026-06-29","10:00","America/Chicago","linkedin","capveri","admin-fees","fee-base","posts/linkedin/2026-06-29-1000-fee-base-043.md","marketing/content/resources/admin-fee-calculation-methods.mdx","https://www.capveri.com/resources/admin-fee-calculation-methods","Admin fees need a source row.

This is a useful what to check question:

Can a second reviewer follow the source, the rule, and the math?

The method, base, rate, cap interaction, and lease clause should be traceable.

Confirm whether the fee applies before or after exclusions.

A circular fee can make a clean pool look off.

Close note: export, lease term, math, support.

If the answer is no, the statement is early.

#camreconciliation #propertyaccounting #cre"
"043","2026-06-29","09:00","America/Chicago","x","capveri","admin-fees","fee-base","posts/x/2026-06-29-0900-fee-base-043.md","marketing/content/resources/admin-fee-calculation-methods.mdx","https://www.capveri.com/resources/admin-fee-calculation-methods","Admin fees need a source row. Save the method with the calculation record. Keep the math traceable."
"044","2026-06-29","12:00","America/Chicago","linkedin","capveri","deterministic-math","same-inputs","posts/linkedin/2026-06-29-1200-same-inputs-044.md","marketing/content/resources/deterministic-vs-ai-cam.mdx","https://www.capveri.com/resources/deterministic-vs-ai-cam","CAM math has to run the same way twice.

Why it matters: AI can help read documents. Deterministic rules should calculate dollars.

Humans verify extracted lease terms before they affect money.

A plausible answer is not enough for tenant billing.

Same inputs should produce the same answer.

Keep the source beside the charge.

Question for the review team: where would you want proof first?

#camreconciliation #crefinance #proptech"
"044","2026-06-29","13:00","America/Chicago","x","capveri","deterministic-math","same-inputs","posts/x/2026-06-29-1300-same-inputs-044.md","marketing/content/resources/deterministic-vs-ai-cam.mdx","https://www.capveri.com/resources/deterministic-vs-ai-cam","Reminder: CAM math has to run the same way twice. Humans verify extracted lease terms before they affect money. Name the lease rule."
"045","2026-06-29","19:00","America/Chicago","linkedin","capveri","packet","pre-send","posts/linkedin/2026-06-29-1900-pre-send-045.md","marketing/content/resources/cam-presend-checklist.mdx","https://www.capveri.com/resources/cam-presend-checklist","The packet should be ready before the tenant asks.

Where it breaks comes before a bigger workbook.

The review needs a clear source trail.

GL, invoices, rent roll support, lease abstracts, worksheets, and fee support belong together.

Review the support before the statement goes out.

A clean packet makes the answer faster.

Team note: make the next reviewer faster.

That is the difference between a charge and a packet.

#camreconciliation #propertymanagement #cre"
"045","2026-06-29","17:00","America/Chicago","x","capveri","packet","pre-send","posts/x/2026-06-29-1700-pre-send-045.md","marketing/content/resources/cam-presend-checklist.mdx","https://www.capveri.com/resources/cam-presend-checklist","The packet should be ready before the tenant asks. GL, invoices, rent roll support, lease abstracts, worksheets, and fee support belong together. Show the reviewer path."
"046","2026-06-30","10:00","America/Chicago","linkedin","capveri","tenant-questions","document-demand","posts/linkedin/2026-06-30-1000-document-demand-046.md","marketing/content/resources/respond-tenant-documentation-demand.mdx","https://www.capveri.com/resources/respond-tenant-documentation-demand","A tenant document request is an operations test.

A good CAM packet answers this before anyone asks:

Confirm what the lease allows before sending files.

The response should track lease audit rights, record scope, redactions, delivery, and follow-up.

A messy response can make a normal review feel adversarial.

Packet note: save the rule before the total.

The fix is boring. Save the support near the math.

Keep the response factual and organized.

#camreconciliation #propertymanagement #cre"
"046","2026-06-30","09:00","America/Chicago","x","capveri","tenant-questions","document-demand","posts/x/2026-06-30-0900-document-demand-046.md","marketing/content/resources/respond-tenant-documentation-demand.mdx","https://www.capveri.com/resources/respond-tenant-documentation-demand","Reminder: A messy response can make a normal review feel adversarial. Confirm what the lease allows before sending files."
"047","2026-06-30","12:00","America/Chicago","linkedin","capveri","boma","parallel-proof","posts/linkedin/2026-06-30-1200-parallel-proof-047.md","marketing/content/resources/boma-2024-implementation-guide.mdx","https://www.capveri.com/resources/boma-2024-implementation-guide","BOMA input changes need parallel proof.

This is a useful where it breaks question:

Can a second reviewer follow the source, the rule, and the math?

Measurement inputs should be checked against the lease and source records.

Run old and new inputs side by side before billing changes.

A label alone does not prove the charge is right.

Control note: prove the input before the output.

If the answer is no, the statement is early.

#boma #camreconciliation #cre"
"047","2026-06-30","13:00","America/Chicago","x","capveri","boma","parallel-proof","posts/x/2026-06-30-1300-parallel-proof-047.md","marketing/content/resources/boma-2024-implementation-guide.mdx","https://www.capveri.com/resources/boma-2024-implementation-guide","BOMA input changes need parallel proof. Show what changed and why it applies. Store proof with the packet."
"048","2026-06-30","19:00","America/Chicago","linkedin","capveri","leakage","recovery-gap","posts/linkedin/2026-06-30-1900-recovery-gap-048.md","marketing/content/resources/cam-leakage-guide.mdx","https://www.capveri.com/resources/cam-leakage-guide","CAM leakage is usually a process problem.

How to close it: Leakage can come from gross-up errors, missed cap adjustments, and pro-rata mistakes.

Compare lease terms to actual billings tenant by tenant.

Small missed rules can repeat across years.

Find the rule before changing the invoice.

Owner note: show what changed since last run.

Question for the review team: where would you want proof first?

#camleakage #camreconciliation #crefinance"
"048","2026-06-30","17:00","America/Chicago","x","capveri","leakage","recovery-gap","posts/x/2026-06-30-1700-recovery-gap-048.md","marketing/content/resources/cam-leakage-guide.mdx","https://www.capveri.com/resources/cam-leakage-guide","Close rule: CAM leakage is usually a process problem. Compare lease terms to actual billings tenant by tenant. Check the input first."
"049","2026-07-01","10:00","America/Chicago","linkedin","capveri","export-qa","export-stack","posts/linkedin/2026-07-01-1000-export-stack-049.md","marketing/content/resources/export-guide.mdx","https://www.capveri.com/resources/export-guide","The export stack comes before the workbook.

Where it breaks comes before a bigger workbook.

The review needs a clear source trail.

A CAM review can start from rent roll, full-year GL detail, and recovery or billing exports.

Match property, period, tenant, and charge codes before math starts.

Save the export list with the packet.

File note: source, rule, amount, reviewer.

That is the difference between a charge and a packet.

#camreconciliation #propertyaccounting #cre"
"049","2026-07-01","09:00","America/Chicago","x","capveri","export-qa","export-stack","posts/x/2026-07-01-0900-export-stack-049.md","marketing/content/resources/export-guide.mdx","https://www.capveri.com/resources/export-guide","The export stack comes before the workbook. A CAM review can start from rent roll, full-year GL detail, and recovery or billing exports. Save the source row."
"050","2026-07-01","12:00","America/Chicago","linkedin","capveri","yardi","yardi-exports","posts/linkedin/2026-07-01-1200-yardi-exports-050.md","marketing/content/resources/export-cam-yardi-voyager.mdx","https://www.capveri.com/resources/export-cam-yardi-voyager","Yardi CAM review starts with the file set.

A good CAM packet answers this before anyone asks:

Use detail-level output for the same property and period.

Recovery Analysis, GL Analytics, and Rent Roll with Lease Charges are core Yardi exports.

A summary report can hide the row that caused the charge.

Close note: export, lease term, math, support.

The fix is boring. Save the support near the math.

Tie the source files before reviewing tenant shares.

#yardi #camreconciliation #crefinance"
"050","2026-07-01","13:00","America/Chicago","x","capveri","yardi","yardi-exports","posts/x/2026-07-01-1300-yardi-exports-050.md","marketing/content/resources/export-cam-yardi-voyager.mdx","https://www.capveri.com/resources/export-cam-yardi-voyager","Close rule: A summary report can hide the row that caused the charge. Use detail-level output for the same property and period."
"051","2026-07-01","19:00","America/Chicago","linkedin","capveri","mri","mri-period","posts/linkedin/2026-07-01-1900-mri-period-051.md","marketing/content/resources/export-cam-mri.mdx","https://www.capveri.com/resources/export-cam-mri","MRI review needs the right period first.

This is a useful what to save question:

Can a second reviewer follow the source, the rule, and the math?

Recovery Reconciliation, GL Transaction Detail, rent roll, and Tenant Billing History are safe MRI lanes.

Confirm entity, property, period, and tenant ID before export review.

One wrong period can make a clean statement look wrong.

Keep the source beside the charge.

If the answer is no, the statement is early.

#mri #camreconciliation #propertyaccounting"
"051","2026-07-01","17:00","America/Chicago","x","capveri","mri","mri-period","posts/x/2026-07-01-1700-mri-period-051.md","marketing/content/resources/export-cam-mri.mdx","https://www.capveri.com/resources/export-cam-mri","MRI review needs the right period first. Put the period check in the packet notes. Name the lease rule."
"052","2026-07-02","10:00","America/Chicago","linkedin","capveri","gross-up","variable-only","posts/linkedin/2026-07-02-1000-variable-only-052.md","marketing/content/resources/cam-gross-up-calculation-guide.mdx","https://www.capveri.com/resources/cam-gross-up-calculation-guide","Gross-up review starts with one split.

How to close it: Variable expenses can be grossed up. Fixed costs need separate treatment.

Sort taxes, insurance, utilities, janitorial, and service costs before applying a factor.

Grossing up fixed costs can overstate the recovery pool.

The packet should show the fixed and variable split.

Team note: make the next reviewer faster.

Question for the review team: where would you want proof first?

#camreconciliation #grossup #propertyaccounting"
"052","2026-07-02","09:00","America/Chicago","x","capveri","gross-up","variable-only","posts/x/2026-07-02-0900-variable-only-052.md","marketing/content/resources/cam-gross-up-calculation-guide.mdx","https://www.capveri.com/resources/cam-gross-up-calculation-guide","Close rule: Gross-up review starts with one split. Sort taxes, insurance, utilities, janitorial, and service costs before applying a factor. Show the reviewer path."
"053","2026-07-02","12:00","America/Chicago","linkedin","capveri","pro-rata","denominator","posts/linkedin/2026-07-02-1200-denominator-053.md","marketing/content/resources/pro-rata-share-calculation.mdx","https://www.capveri.com/resources/pro-rata-share-calculation","A tenant share needs its denominator.

What to save comes before a bigger workbook.

The review needs a clear source trail.

Tenant RSF over the lease-defined denominator drives the CAM share.

Store lease denominator, building RSF, excluded area, component area, or usage support.

Keep the denominator source next to the charge.

Packet note: save the rule before the total.

That is the difference between a charge and a packet.

#camreconciliation #prorata #cre"
"053","2026-07-02","13:00","America/Chicago","x","capveri","pro-rata","denominator","posts/x/2026-07-02-1300-denominator-053.md","marketing/content/resources/pro-rata-share-calculation.mdx","https://www.capveri.com/resources/pro-rata-share-calculation","A tenant share needs its denominator. Tenant RSF over the lease-defined denominator drives the CAM share. Tie it before billing."
"054","2026-07-02","19:00","America/Chicago","linkedin","capveri","caps","cap-bank","posts/linkedin/2026-07-02-1900-cap-bank-054.md","marketing/content/resources/cumulative-vs-non-cumulative-cam-caps.mdx","https://www.capveri.com/resources/cumulative-vs-non-cumulative-cam-caps","A CAM cap is not just one percentage.

A good CAM packet answers this before anyone asks:

Read the cap base, cap rate, and controllable cost language.

Cumulative caps can bank unused capacity. Non-cumulative caps reset each year.

The wrong cap type can change several years of billing.

Control note: prove the input before the output.

The fix is boring. Save the support near the math.

Write the cap rule before running the charge.

#camreconciliation #commercialrealestate #crefinance"
"054","2026-07-02","17:00","America/Chicago","x","capveri","caps","cap-bank","posts/x/2026-07-02-1700-cap-bank-054.md","marketing/content/resources/cumulative-vs-non-cumulative-cam-caps.mdx","https://www.capveri.com/resources/cumulative-vs-non-cumulative-cam-caps","Watch item: The wrong cap type can change several years of billing. Read the cap base, cap rate, and controllable cost language."
"055","2026-07-03","10:00","America/Chicago","linkedin","capveri","admin-fees","fee-base","posts/linkedin/2026-07-03-1000-fee-base-055.md","marketing/content/resources/admin-fee-calculation-methods.mdx","https://www.capveri.com/resources/admin-fee-calculation-methods","Admin fees need a source row.

This is a useful what to save question:

Can a second reviewer follow the source, the rule, and the math?

The method, base, rate, cap interaction, and lease clause should be traceable.

Confirm whether the fee applies before or after exclusions.

A circular fee can make a clean pool look off.

Owner note: show what changed since last run.

If the answer is no, the statement is early.

#camreconciliation #propertyaccounting #cre"
"055","2026-07-03","09:00","America/Chicago","x","capveri","admin-fees","fee-base","posts/x/2026-07-03-0900-fee-base-055.md","marketing/content/resources/admin-fee-calculation-methods.mdx","https://www.capveri.com/resources/admin-fee-calculation-methods","Admin fees need a source row. Save the method with the calculation record. Check the input first."
"056","2026-07-03","12:00","America/Chicago","linkedin","capveri","deterministic-math","same-inputs","posts/linkedin/2026-07-03-1200-same-inputs-056.md","marketing/content/resources/deterministic-vs-ai-cam.mdx","https://www.capveri.com/resources/deterministic-vs-ai-cam","CAM math has to run the same way twice.

The second review: AI can help read documents. Deterministic rules should calculate dollars.

Humans verify extracted lease terms before they affect money.

A plausible answer is not enough for tenant billing.

Same inputs should produce the same answer.

File note: source, rule, amount, reviewer.

Question for the review team: where would you want proof first?

#camreconciliation #crefinance #proptech"
"056","2026-07-03","13:00","America/Chicago","x","capveri","deterministic-math","same-inputs","posts/x/2026-07-03-1300-same-inputs-056.md","marketing/content/resources/deterministic-vs-ai-cam.mdx","https://www.capveri.com/resources/deterministic-vs-ai-cam","Watch item: CAM math has to run the same way twice. Humans verify extracted lease terms before they affect money. Save the source row."
"057","2026-07-03","19:00","America/Chicago","linkedin","capveri","packet","pre-send","posts/linkedin/2026-07-03-1900-pre-send-057.md","marketing/content/resources/cam-presend-checklist.mdx","https://www.capveri.com/resources/cam-presend-checklist","The packet should be ready before the tenant asks.

Before billing comes before a bigger workbook.

The review needs a clear source trail.

GL, invoices, rent roll support, lease abstracts, worksheets, and fee support belong together.

Review the support before the statement goes out.

A clean packet makes the answer faster.

Close note: export, lease term, math, support.

That is the difference between a charge and a packet.

#camreconciliation #propertymanagement #cre"
"057","2026-07-03","17:00","America/Chicago","x","capveri","packet","pre-send","posts/x/2026-07-03-1700-pre-send-057.md","marketing/content/resources/cam-presend-checklist.mdx","https://www.capveri.com/resources/cam-presend-checklist","The packet should be ready before the tenant asks. GL, invoices, rent roll support, lease abstracts, worksheets, and fee support belong together. Keep the math traceable."
"058","2026-07-04","10:00","America/Chicago","linkedin","capveri","tenant-questions","document-demand","posts/linkedin/2026-07-04-1000-document-demand-058.md","marketing/content/resources/respond-tenant-documentation-demand.mdx","https://www.capveri.com/resources/respond-tenant-documentation-demand","A tenant document request is an operations test.

A good CAM packet answers this before anyone asks:

Confirm what the lease allows before sending files.

The response should track lease audit rights, record scope, redactions, delivery, and follow-up.

A messy response can make a normal review feel adversarial.

Keep the source beside the charge.

The fix is boring. Save the support near the math.

Keep the response factual and organized.

#camreconciliation #propertymanagement #cre"
"058","2026-07-04","09:00","America/Chicago","x","capveri","tenant-questions","document-demand","posts/x/2026-07-04-0900-document-demand-058.md","marketing/content/resources/respond-tenant-documentation-demand.mdx","https://www.capveri.com/resources/respond-tenant-documentation-demand","Watch item: A messy response can make a normal review feel adversarial. Confirm what the lease allows before sending files."
"059","2026-07-04","12:00","America/Chicago","linkedin","capveri","boma","parallel-proof","posts/linkedin/2026-07-04-1200-parallel-proof-059.md","marketing/content/resources/boma-2024-implementation-guide.mdx","https://www.capveri.com/resources/boma-2024-implementation-guide","BOMA input changes need parallel proof.

This is a useful before billing question:

Can a second reviewer follow the source, the rule, and the math?

Measurement inputs should be checked against the lease and source records.

Run old and new inputs side by side before billing changes.

A label alone does not prove the charge is right.

Team note: make the next reviewer faster.

If the answer is no, the statement is early.

#boma #camreconciliation #cre"
"059","2026-07-04","13:00","America/Chicago","x","capveri","boma","parallel-proof","posts/x/2026-07-04-1300-parallel-proof-059.md","marketing/content/resources/boma-2024-implementation-guide.mdx","https://www.capveri.com/resources/boma-2024-implementation-guide","BOMA input changes need parallel proof. Show what changed and why it applies. Show the reviewer path."
"060","2026-07-04","19:00","America/Chicago","linkedin","capveri","leakage","recovery-gap","posts/linkedin/2026-07-04-1900-recovery-gap-060.md","marketing/content/resources/cam-leakage-guide.mdx","https://www.capveri.com/resources/cam-leakage-guide","CAM leakage is usually a process problem.

What to check: Leakage can come from gross-up errors, missed cap adjustments, and pro-rata mistakes.

Compare lease terms to actual billings tenant by tenant.

Small missed rules can repeat across years.

Find the rule before changing the invoice.

Packet note: save the rule before the total.

Question for the review team: where would you want proof first?

#camleakage #camreconciliation #crefinance"
"060","2026-07-04","17:00","America/Chicago","x","capveri","leakage","recovery-gap","posts/x/2026-07-04-1700-recovery-gap-060.md","marketing/content/resources/cam-leakage-guide.mdx","https://www.capveri.com/resources/cam-leakage-guide","Check: CAM leakage is usually a process problem. Compare lease terms to actual billings tenant by tenant. Tie it before billing."
"061","2026-07-05","10:00","America/Chicago","linkedin","capveri","export-qa","export-stack","posts/linkedin/2026-07-05-1000-export-stack-061.md","marketing/content/resources/export-guide.mdx","https://www.capveri.com/resources/export-guide","The export stack comes before the workbook.

Before billing comes before a bigger workbook.

The review needs a clear source trail.

A CAM review can start from rent roll, full-year GL detail, and recovery or billing exports.

Match property, period, tenant, and charge codes before math starts.

Save the export list with the packet.

Control note: prove the input before the output.

That is the difference between a charge and a packet.

#camreconciliation #propertyaccounting #cre"
"061","2026-07-05","09:00","America/Chicago","x","capveri","export-qa","export-stack","posts/x/2026-07-05-0900-export-stack-061.md","marketing/content/resources/export-guide.mdx","https://www.capveri.com/resources/export-guide","The export stack comes before the workbook. A CAM review can start from rent roll, full-year GL detail, and recovery or billing exports. Store proof with the packet."
"062","2026-07-05","12:00","America/Chicago","linkedin","capveri","yardi","yardi-exports","posts/linkedin/2026-07-05-1200-yardi-exports-062.md","marketing/content/resources/export-cam-yardi-voyager.mdx","https://www.capveri.com/resources/export-cam-yardi-voyager","Yardi CAM review starts with the file set.

A good CAM packet answers this before anyone asks:

Use detail-level output for the same property and period.

Recovery Analysis, GL Analytics, and Rent Roll with Lease Charges are core Yardi exports.

A summary report can hide the row that caused the charge.

Owner note: show what changed since last run.

The fix is boring. Save the support near the math.

Tie the source files before reviewing tenant shares.

#yardi #camreconciliation #crefinance"
"062","2026-07-05","13:00","America/Chicago","x","capveri","yardi","yardi-exports","posts/x/2026-07-05-1300-yardi-exports-062.md","marketing/content/resources/export-cam-yardi-voyager.mdx","https://www.capveri.com/resources/export-cam-yardi-voyager","Check: A summary report can hide the row that caused the charge. Use detail-level output for the same property and period."
"063","2026-07-05","19:00","America/Chicago","linkedin","capveri","mri","mri-period","posts/linkedin/2026-07-05-1900-mri-period-063.md","marketing/content/resources/export-cam-mri.mdx","https://www.capveri.com/resources/export-cam-mri","MRI review needs the right period first.

This is a useful why it matters question:

Can a second reviewer follow the source, the rule, and the math?

Recovery Reconciliation, GL Transaction Detail, rent roll, and Tenant Billing History are safe MRI lanes.

Confirm entity, property, period, and tenant ID before export review.

One wrong period can make a clean statement look wrong.

File note: source, rule, amount, reviewer.

If the answer is no, the statement is early.

#mri #camreconciliation #propertyaccounting"
"063","2026-07-05","17:00","America/Chicago","x","capveri","mri","mri-period","posts/x/2026-07-05-1700-mri-period-063.md","marketing/content/resources/export-cam-mri.mdx","https://www.capveri.com/resources/export-cam-mri","MRI review needs the right period first. Put the period check in the packet notes. Save the source row."
"064","2026-07-06","10:00","America/Chicago","linkedin","capveri","gross-up","variable-only","posts/linkedin/2026-07-06-1000-variable-only-064.md","marketing/content/resources/cam-gross-up-calculation-guide.mdx","https://www.capveri.com/resources/cam-gross-up-calculation-guide","Gross-up review starts with one split.

What to check: Variable expenses can be grossed up. Fixed costs need separate treatment.

Sort taxes, insurance, utilities, janitorial, and service costs before applying a factor.

Grossing up fixed costs can overstate the recovery pool.

The packet should show the fixed and variable split.

Close note: export, lease term, math, support.

Question for the review team: where would you want proof first?

#camreconciliation #grossup #propertyaccounting"
"064","2026-07-06","09:00","America/Chicago","x","capveri","gross-up","variable-only","posts/x/2026-07-06-0900-variable-only-064.md","marketing/content/resources/cam-gross-up-calculation-guide.mdx","https://www.capveri.com/resources/cam-gross-up-calculation-guide","Check: Gross-up review starts with one split. Sort taxes, insurance, utilities, janitorial, and service costs before applying a factor. Keep the math traceable."
